,index,arg_id,prev_arg_id,Argument,Concern1,Concern2,depth,Concern3,Concern4,Concern5
435,254,Depth4_910,Depth3_156,"With free education the shortfall will leave universities under funded and under staffed, this will lead to poorer teaching and performance from students as less contact time would be able to be provided.",free,,4,,,
436,255,Depth4_917,Depth3_156,"Everyone already has the chance to gain higher education, as loans are provided on a sliding scale",loan,,4,,,
437,256,Depth4_918,Depth3_156,The money collected from student loan repayments is crucial to fund universities as more people than ever before now go to university.,loan,,4,,,
438,257,Depth4_920,Depth3_161,That's why student loan is given to them whilst they are in university so that they do not have to worry about it ,loan,,4,,,
439,258,Depth4_921,Depth3_161,"University fees allow students who are serious about gaining higher education proceed further in their education. It also eliminates those who are prolonging getting a job, from milking the ÃÂ¢Ã¢ÂÂ¬ÃÂfree fees' process. ",free,job,4,,,
440,259,Depth4_927,Depth3_161,"But education has to be paid for and people need to understand that if you benefit, you should contribute. It devalues something to get it for free.",free,,4,,,
441,260,Depth4_931,Depth3_162,This allows the student who take advantage of the loans to get on their feet and make repayments when their financial situation allows them too. ,loan,,4,,,
442,261,Depth4_935,Depth3_162,"Everyone can apply for student loan, no one needs to be in financial difficulty to be able to qualify ",loan,,4,,,
443,262,Depth4_936,Depth3_162,Students can always get part time work to help prevent financial hardship and their parents usually have good careers nowadays.,career,,4,,,
444,263,Depth4_939,Depth3_163,The government is subsiding the lifetime income benefit to the individual who gets a degree by subsidising their degree. Kids who don't go to university however get nothing in the way of subsidy. This is grossly unfair.,government,,4,,,
445,264,Depth4_944,Depth3_163,Without the tuition fees it would not be sustainable for the government to fund any person wanting to attend university.,government,,4,,,
446,265,Depth4_949,Depth3_164,Scholarships are designed to reward excellence and fund unusual talent. Higher education is not a right. ,scholarship,,4,,,
447,266,Depth4_950,Depth3_164,"Which will help them survive throughout university and then eventually pay off the loans they have borrowed, in small amounts ",loan,,4,,,
448,267,Depth4_955,Depth3_164,Yes there are free scholarships as well well as loans and Grant's so there is no excuse as to why someone who really wants to go to university cannot get there ,loan,free,4,scholarship,,
449,268,Depth4_959,Depth3_165,"Not everyone can have a good job. There is dignity in all work, not just work that requires a degree. Vocational training has been massively underfunded in this country in order to subsidise increased access to higher education. This is inequitable",job,access,4,,,
450,269,Depth4_960,Depth3_165,That is why student loan offers to pay tuition fees and gives out maintenance loan to cover all university related costs ,loan,,4,,,
451,270,Depth4_964,Depth3_165,"Not all education can be free. Education should be free up until university level, and then it should only be the most capable students that are able to access university courses. Not everyone wants to attend university. ",free,access,4,,,
452,271,Depth4_966,Depth3_165,In the long run they will have a better chance of gaining a qualification in their chosen career.,career,,4,,,
453,272,Depth4_967,Depth3_165,It's really hard to know who there is who would like an education but can't afford it. You can go part time and do shorter courses if you aren't able to commit the time and money to a full time degree.,afford,,4,,,
454,273,Depth4_969,Depth3_166,"If you can pay, you should pay, regardless of your talent. Children who come from wealthy backgrounds are more likely to be coached for scholarship examinations and thereby outperform children from deprived backgrounds with more talent. This isn't meritocracy, it's disguised privilege",scholarship,background,4,,,
455,274,Depth4_972,Depth3_166,"Apart from scholarships there are other forms of financial support, and lower economic students receive a higher amount of student loan if they need it",loan,scholarship,4,,,
456,275,Depth4_974,Depth3_166,"If a student is determined, they should be able to take a part time job or save up to assist themselves. It should not be the responsibility of the taxpayer to send everyone to university, people need to take responsibility for their own success. ",job,,4,,,
457,276,Depth4_977,Depth3_166,"Well, it's not only about young people. a lot of students are older, returning to education to change careers or out of interest. And they often do save up, but equally, they are more savvy about taking out a low interest loan backed by the government.",loan,interest,4,government,career,
458,277,Depth4_980,Depth3_171,"People are in debt for many different reasons e.g. a mortgage, car loans, credit card debt. Its a good sacrifice to make for your education",loan,debt,4,,,
